prompt,model_answer,is_hallucination
Когда начался палестино-израильский конфликт?,"В конце 1947 года согласно решению ООН британскую Палестину было принято разделить на арабскую и еврейскую часть с предоставлением особого статуса району Иерусалима под управлением ООН, однако арабы не согласились с созданием Государства Израиль на территории, которую они считали своей. Начался затяжной арабо-израильский конфликт.",True
По какому адресу находится Музей тульского пряника в Туле?,Музей открыт в 1996 году в бывших флигелях оружейников и самоварщиков братьев Лялиных. В этом же здании размещается пряничный цех и магазин.,False
По какому адресу находится Музей тульского пряника в Туле?,"Тула в XVI—XVII веках с её кремлём была оборонительным рубежом южной границы страны. Поэтому тульские кузнецы с давних времён освоили технику производства различных видов оружия. Недостатка в сырье у них тоже не было, недалеко от Тулы находился карьер бурого железняка. Близость более крупного и лидирующего предприятия — Московской Оружейной палаты — способствовала наличию небольшого профессионального соперничества в изготовлении оружия. Но всё же тульские мастера наладили хорошие отношения с московскими мастерами и часто обменивались с ними профессиональными навыками. С переездом столицы в Санкт-Петербург первенство в изготовлении оружия перешло к Туле.",True
Когда родился Алексе́й Анато́льевич Нава́льный?,"Алексе́й Анато́льевич Нава́льный (род. 4 июня 1976 года, Бутынь, Одинцовский район[1][2], Московская область, РСФСР, СССР[3][4][5]) — российский политик[6], юрист и общественный деятель[1][2], получивший известность своими расследованиями о коррупции в России[7]. Позиционирует себя в качестве главного оппонента руководству России во главе с Владимиром Путиным[8][9]. Создатель «Фонда борьбы с коррупцией», объединяющего дочерние проекты, направленные, как декларируется их создателями, против коррупции и государственной пропаганды: «РосПил», «РосЯма», «РосВыборы», «Добрая машина правды», «РосЖКХ».",False
Когда родился Алексе́й Анато́льевич Нава́льный?,"Алексе́й Анато́льевич Чу́вашев (род. 22 января 1986 года, , СССР) — российский гребец-паралимпиец. Бронзовый призёр летних Паралимпийских игр 2012 года в Лондоне. Многократный призёр чемпионатов мира, заслуженный мастер спорта России.",True
В каком году Высоцкий исполнил впервые «Ба́ньку по-бе́лому»?,"«Ба́нька по-бе́лому» («Протопи ты мне баньку, хозяюшка…», «Протопи ты мне баньку по-белому…»)[1] — песня Владимира Высоцкого, созданная летом 1968 года во время съёмок фильма «Хозяин тайги» в Сибири. Вариант названия: «Банька»[2]. Первое известное концертное исполнение песни автором датируется 1969 годом. На русском языке стихотворение было издано при жизни поэта в 1977 году в Париже в третьей части сборника «Песни русских бардов», а осенью того же года песня вышла во Франции на пластинке «Натянутый канат» (French: La corde raide). В 1979 году текст «Баньки по-белому» был наряду с другими стихотворениями Высоцкого включён в литературный альманах «Метрополь» (составители Василий Аксёнов, Андрей Битов и другие), выход которого стал поводом к проведению расширенного заседания Московского отделения Союза писателей СССР. Первая официальная публикация «Баньки» в СССР состоялась в 1986 году (журнал «Дружба народов», № 10).",False
В каком году Высоцкий исполнил впервые «Ба́ньку по-бе́лому»?,"После смерти Высоцкого удалось собрать около двенадцати часов его телевизионных записей, сделанных в основном за пределами СССР. Сохранились съёмки телекомпаний двенадцати стран — Швеции, Германии, Австрии и других. Центральное телевидение СССР при жизни Высоцкого не показало о нём ни одной телепередачи. Известен лишь единственный случай полноценного эфира, снятого и показанного Эстонским телевидением. Несколько записанных программ или «пролежали на полке» и были представлены зрителям уже после смерти Высоцкого, или оказались уничтоженными[56]. В 1972 году режиссёр Эстонского телевидения и оператор Марк Сохар пригласили Высоцкого в Таллин на съёмки телевизионной передачи о нём. Несмотря на то, что руководство студии потребовало от режиссёра не упоминать в названии программы имя Высоцкого и вырезать исполнявшуюся там песню «Я не люблю», передача всё же вышла в эфир во второй половине 1972 года[57][28]. 8 октября 1974 года труппа Театра на Таганке, гастролировавшая в Ленинграде, участвовала в записи передачи на Ленинградском телевидении. Высоцкий исполнил три свои песни — «Мы вращаем Землю», «Балладу о короткой шее» и «Диалог у телевизора», а также «Песню акына» на стихи Андрея Вознесенского. Кроме того, актёр прочитал стихотворение Вознесенского «Провала прошу, провала…»[23].",True
Кто был основателем «Ау́м синрикё»?,"Основана японцем Сёко Асахарой в 1987 году[1][14] и получила всемирную известность в 1995 году, совершив террористическую[6] газовую атаку в токийском метро[12][15][16].",False
Кто был основателем «Ау́м синрикё»?,"Первые последователи Аум синрикё в России появились в начале 1990-х годов[1]. Весной 1992 года Сёко Асахара посетил Россию и встречался с рядом политических и религиозных деятелей, а также выступал в МГУ, МИФИ, МГТУ им. Баумана, МГИМО и других ведущих вузах перед студентами. Его появление сопровождалось мощнейшей рекламной кампанией: в первые месяцы своей деятельности Аум синрикё заплатила около миллиона долларов США, обеспечив себе ежедневную часовую программу на радиостанции «Маяк» и получасовую еженедельную передачу на канале «2×2»[70]. В июле 1992 года Аум синрикё была зарегистрирована Министерством юстиции с администрацией в Москве[1][29]. В Москве действовало 6 центров[1]. С того времени стали проводиться с периодичностью в 1-2 месяца массовые инициации с интенсивной медитацией на стадионе «Олимпийский» и в других местах. За два года существования российское отделение провело ряд масштабных мероприятий, среди которых — музыкальный концерт в спортивном комплексе «Олимпийский». Также из России осуществлялась трансляция религиозной радиопередачи, в том числе на территорию Японии[68].",True
Сколько ног было у тарбоза́вра?,"Как и другие представители своего семейства, тираннозавр был двуногим хищником с массивным черепом, который уравновешивался длинным, тяжёлым и жёстким хвостом. По сравнению с большими и мощными задними конечностями этого ящера его передние лапы были совсем небольшими, но необыкновенно могучими для своего размера, и имели два когтистых пальца. Является крупнейшим видом своего семейства, одним из самых больших представителей тероподов и одним из самых крупных наземных хищников за всю историю Земли. Крупнейший из известных полных скелетов этого динозавра имеет длину 12,3 метра[5], высоту до бедра — 4 метра[6], а масса этой особи по оценкам экспертов при жизни достигала примерно 9,5 тонн[5]. Как самое большое плотоядное в своей экосистеме, тираннозавр, скорее всего, был сверххищником и охотился на гадрозавров, цератопсов и, возможно, даже на зауроподов[7], хотя некоторые исследователи предполагают, что питался он преимущественно падалью. Более того, спор о том, являлся ли тираннозавр полноценным охотником и сверххищником либо падальщиком, был одним из самых напряжённых и затяжных в истории палеонтологии. Сейчас большинство специалистов считает, что тираннозавр был хищником-оппортунистом — мог как охотиться, так и питаться падалью[8].",False
Сколько ног было у тарбоза́вра?,"Сокс тогда был выполнен из кожи или шкуры, например медвежьей и наполняли его тяжёлым наполнителем в виде свинцовой дроби. По своей структуре они напоминали современные футбэги. Также, истории известны случаи, когда брали небольшой кусок свинца с гладкими краями и поверх него обтягивали поролоном или чем нибудь похожим, чтоб ноге не было больно при ударе и «мячик» мог немного пружинить. В настоящее время его делают из хлопковых нитей, связанных в форме мяча, и наполняют гречневой крупой или мелкими пластиковыми цилиндриками, благодаря чему сокс стал легче и мягче, что позволило создать сокс фристайл.
Правила игры были чрезвычайно простыми. В то время соревновались только в том, кто больше набьёт сокс ногами. После того, как участник игры ронял сокс, подводили итоги, сколько раз он его набил, после чего, передавался следующему участнику и т.д. пока не выявлялся победитель.",True
Когда в России начали строить первую железную дорогу?,Указ императора Николая I от 21 марта 1836 года о сооружении Царскосельской железной дороги был обнародован 15 апреля 1836 года[1]. Строительство началось 1 мая 1836[2]. Открыта дорога 30 октября 1837 года. Ширина колеи — 1829 мм.,False
Когда в России начали строить первую железную дорогу?,"Железнодорожный транспорт в России начал активно развиваться в середине XIX века. Первая крупная железнодорожная магистраль Санкт-Петербург — Москва вступила в строй в 1851 году.
В России построена самая длинная железная дорога в мире. По состоянию на 2012 год, железные дороги имеются в 78 из 83 субъектов России. Общая протяжённость эксплуатационной длины железнодорожных путей составляет 124 тыс. км, в том числе 86 тыс. км путей общего пользования (электрифицировано 43 тыс. км) и 38 тыс. км путей необщего пользования (на территориях предприятий и в местах разработки полезных ископаемых). Средняя плотность железных дорог составляет 7,3 км на 1000 км² территории. Россия занимает 2-е место по общей протяжённости железнодорожных путей, уступая только США (194,7 тыс. км), и 1-е место — по протяжённости электрифицированных дорог.",True
Из чего делают спираль в ла́мпе нака́ливания?,"Ла́мпа нака́ливания — искусственный источник света, в котором свет испускает тело накала, нагреваемое электрическим током до высокой температуры. В качестве тела накала чаще всего используется спираль из тугоплавкого металла (чаще всего — вольфрама) либо угольная нить. Чтобы исключить окисление тела накала при контакте с воздухом, его помещают в вакуумированную колбу, либо колбу, заполненную инертными газами или парами.",False
Из чего делают спираль в ла́мпе нака́ливания?,"Нео́новая ла́мпа (в просторечии ""«неонка»"") — газоразрядная лампа, наполненная в основном неоном под низким давлением.",True
"Когда Sony PlayStation 4, PS4 начала продаваться в России?","— игровая приставка восьмого поколения, выпускаемая японской компанией Sony. PlayStation 4 входит в семейство игровых консолей PlayStation и была выпущена на смену PlayStation 3 — предыдущей домашней игровой консоли той же компании. Официальный анонс PlayStation 4 состоялся на конференции PlayStation Meeting 2013 в феврале 2013 года, продажи начались в ноябре 2013 года в США, Европе, Южной Америке, России и Австралии и в феврале 2014 года в Японии[1]. Осенью 2016 года Sony выпустила две новые аппаратные версии приставки: PlayStation 4 Slim, обладающую уменьшенными габаритами, и PlayStation 4 Pro, оснащенную более мощными основным и графическим процессором с расчетом на возможность вывода изображения и потокового видео в разрешении 4K.",False
"Когда Sony PlayStation 4, PS4 начала продаваться в России?","Ожидалось, что Sony планирует начать продажи в 2013 году на территории США, Японии[325][326] и в Европе[315][327][328][329]. Анонс официальной даты начала продаж консоли (и других игр от Sony[330]) ожидался в ходе выставки Gamescom в конце августа 2013 года[331]. По различным данным Sony ожидает большой спрос на свою консоль, планируя реализовать большое количество PS4 до конца 2013 финансового года[332][333][334], но возможно будет вынуждена снизить планку ожидаемых поставок из-за чрезмерно высокого спроса, который не могут удовлетворить поставщики комплектующих[335] (не AMD, которая заявила, что компания не предвидит никаких затруднений с обеспечением спроса на свои компоненты для PS4[336]).",True
Когда образовалась Донецкая Народная Республика?,"Донецкая Народная Республика была провозглашена в Донецке 7 апреля 2014 года. 12 мая того же года, после состоявшегося днём ранее референдума о самоопределении и на основании декларации о суверенитете от 7 апреля, была провозглашена независимость ДНР[5]. Самостоятельность ДНР на сегодняшний день признана только частично признанной Республикой Южная Осетия[6][7].",False
Когда образовалась Донецкая Народная Республика?,"Глава Донецкой Народной Республики может быть отрешен от должности Народным Советом Донецкой Народной Республики только по выдвинутому Народным Советом Донецкой Народной Республики обвинению в государственной измене или совершении иного тяжкого преступления, подтвержденного заключением Верховного Суда Донецкой Народной Республики. Решение Народного Совета Донецкой Народной Республики о выдвижении обвинения и об отрешении Главы Донецкой Народной Республики от должности должны быть приняты 2/3 голосов от общего числа депутатов Парламента.",True
На сколько типов можно разделить пелагических рыб?,"Пелагических рыб можно разделить на два типа. Первый — активные хищники, которые охотятся на стайных или одиночных рыб среднего или небольшого размера. Обычно они держатся по одиночке или небольшими группами, собираясь в стаи при обнаружении добычи. У них хорошо развиты органы чувств и довольно сложное поведение. Типичные представители этого типа: синяя акула, мако, тунцы, меч-рыба, парусник. Второй тип — пастбищники-номады, которые совершают миграции и питаются планктоном и мелкими пелагическими рыбами. Это гигантская акула, манты и рыба-луна[9].",False
На сколько типов можно разделить пелагических рыб?,Косяк перуанских сардин Сельди кормятся рачками Мойва — пелагическая кормовая рыба Анчоус,True
Какая сама длинная река в Судане?,"Нил (Arabic: النيل‎, Эн-Ниль[1]; English: Nile, Ancient Egyptian: iteru или , Coptic: Ⲫⲓⲁⲣⲱ (p(h)iaro) — река в Африке, одна из величайших по протяжённости речных систем в мире. Слово «Нил» происходит от греческого названия реки «Нейлос» ().",False
Какая сама длинная река в Судане?,"Малайзия характеризуется густой речной сетью, однако из-за небольших размеров и расположения территории страны крупных рек в Малайзии нет. Реки полноводны на протяжении всего года. Во время сезона дождей их уровень резко и значительно повышается, что нередко приводит к наводнениям в ряде областей. Самой длинной рекой страны является Раджанг, протекающая в штате Саравак и имеющая длину в 760 км. Вторая по протяжённости река — Кинабатанган, длиной в 560 км, протекающая в штате Сабах. Самая длинная река полуостровной части страны — Паханг, длиной в 435 км. Крупнейшее пресноводное озеро страны — Бера, находится на юго-западе штата Паханг. Второе по величине озеро — Чини (Тасик-Чини), находится в центральной части штата Паханг, его площадь составляет 5026 га. Крупнейшее водохранилище Малайзии — Кенир, площадью 260 км², расположенное в штате Тренгану. Оно возникло в результате строительства плотины крупнейшей в стране ГЭС.",True
До какого года в Великобритании казнили за измену?,"Высшая мера наказания постепенно была отменена и за совершение других преступлений: за поджог в королевской верфи в 1971 году, за шпионаж в 1981 году, за пиратство, измену и мятеж в 1998 году[6]. По подсчётам с 1735 по 1964 год в Великобритании было казнено около 12 тысяч человек[3].",False
До какого года в Великобритании казнили за измену?,"Смертная казнь в Великобритании применялась с момента образования государства до середины XX века — последняя казнь состоялась в Соединённом Королевстве в 1964 году. В 2003 году Великобритания ратифицировала 13-й протокол Европейской конвенции по правам человека, который полностью запрещает смертную казнь.",True
Кто чаще становится вегетарианцами: мужчины или женщины?,"Помимо Индии, где вегетарианского образа жизни с глубокой древности придерживается значительная часть населения, вегетарианцы составляют заметное меньшинство на Тайване (14 %)[18]. От 5 до 10 % колеблется доля вегетарианцев в населении Бразилии[19], Израиля[20], Италии[21], Германии[21], Великобритании, менее 5 % составляет она в Испании[22], Франции[23], Австралии[24], Новой Зеландии. По данным статистического опроса 2012 года, около 5 % жителей США считают себя вегетарианцами[25]; в 1971 году их число составляло лишь 1 %. В некоторых западных странах среди вегетарианцев в два раза больше женщин, чем мужчин[26].",False
Кто чаще становится вегетарианцами: мужчины или женщины?,"Поскольку женщины становятся жертвами преступлений на сексуальной почве чаще, чем мужчины, Федеральное агентство по борьбе с дискриминацией на своём сайте выразило мнение, что создание специальных парковочных мест для женщин не нарушает Общий закон об Одинаковом Обращении (, AGG).",True
Марк Антоний был соратником Цезаря?,"Антоний происходил из древнего, но лишь недавно возвысившегося плебейского рода. В молодости он проводил время в кругу столичной «золотой молодёжи», чем изрядно подпортил свою репутацию. Завоевал славу талантливого военачальника, сражаясь под началом Габиния в Иудее и Египте, а позднее — под командованием Цезаря в Галльской и гражданской войнах. Марк стал одним из ближайших соратников Цезаря и быстро возвысился под его патронажем. Когда после убийства Цезаря его наследником был объявлен Гай Октавий (Октавиан), Антоний сперва попытался захватить власть в одиночку, а затем объединился с Октавианом и Лепидом, создав второй триумвират под предлогом борьбы с республиканцами — участниками заговора против Цезаря. Триумвиры устроили жестокие проскрипции, перебив богачей и своих личных врагов, причём именно Антонию приписывается инициатива казни известного оратора и философа Цицерона. После победы над республиканцами Брутом и Кассием в битве при Филиппах он стал управлять восточными провинциями.",False
Марк Антоний был соратником Цезаря?,"Сразу же после убийства Цезаря Антоний, так и не попавший на заседание, бежал в свой дом и укрепился в нём[91]. Поскольку заговорщики ожидали, что гибель диктатора повлечёт всеобщее ликование из-за самого факта освобождения от тирании, они воздержались от активных действий. Сразу же после убийства Цезаря они заняли Капитолийский холм в центре Рима. В это же время цезарианцы разбирались в сложившейся ситуации. Войсками, охранявшими город, командовал Марк Эмилий Лепид, и он склонялся к немедленной поимке и казни заговорщиков. Однако он разыскал Антония и спросил у него совета о дальнейших действиях. Консул отговорил Лепида от немедленного возмездия и добился согласия на свою поддержку, пообещав взамен выхлопотать для него должность великого понтифика (после гибели Цезаря она стала вакантной), а свою дочь Антонию выдать за сына Лепида. Той же ночью Антоний посетил дом Цезаря и при поддержке жены диктатора Кальпурнии завладел всей перепиской Цезаря, включая секретную, и 700-ми миллионами сестерциев казённых средств[92][93]. На следующий день Антоний и заговорщики начали переговоры с влиятельными римлянами в поисках их поддержки; Марк также связался с Децимом Брутом, одним из участников заговора[94]. 17 марта Антоний созвал заседание сената в храме Теллус, неподалёку от дома Антония, подготовленного для отступления в случае начала беспорядков[94]. Участники заговора в нём не участвовали.",True
Когда было основано Объединённое демократическое движение «Солидарность»?,"Движение основано в конце 2008 года. У его истоков стояли такие известные общественно-политические деятели как Борис Немцов, Гарри Каспаров, Илья Яшин, Владимир Буковский.",False
Когда было основано Объединённое демократическое движение «Солидарность»?,"Логотип движения представляет собой стилизованную букву «С» в виде оранжевого флага с условно обозначенными фигурками людей, под рисунком — надпись «Солидарность объединённое демократическое движение». Флаги с одним из предварительных вариантов логотипа движения впервые использовались во время проведения первой массовой акции «Солидарности» в Москве 21 февраля 2009 года.[9]",True
Сколько жен было у Генриха Восьмого Английского?,Генрих VIII был женат шесть раз. Судьба его супруг заучивается английскими школьниками при помощи мнемонической фразы «развёлся — казнил — умерла — развёлся — казнил — пережила».,False
Сколько жен было у Генриха Восьмого Английского?,"Сразу после восшествия на престол Людовик обновил союз со Штауфенами, главной целью которого была изоляция Плантагенетов. Добиться этого в полном объёме не удалось - в первую очередь из-за позиции ряда князей северо-западной части империи, имевших тесные экономические связи с Англией. Архиепископ Кёльнский Энгельберт, в отсутствие Фридриха II правивший Германией как регент при его сыне Генрихе, помешал плану женить Генриха на дочери Людовика, так как рассчитывал сделать германской королевой сестру Генриха III Английского.",True
Когда была сброшена бомба на Хиросиму?,"Утром 6 августа 1945 года американский бомбардировщик B-29 «Enola Gay», названный так по имени матери (Энола Гей Хаггард) командира экипажа, полковника Пола Тиббетса, сбросил на японский город Хиросиму атомную бомбу «Little Boy» («Малыш») эквивалентом от 13 до 18 килотонн тротила. Три дня спустя, 9 августа 1945, атомная бомба «Fat Man» («Толстяк») эквивалентом в 21 килотонну тротила, была сброшена на город Нагасаки пилотом Чарльзом Суини, командиром бомбардировщика B-29 «Bockscar». Общее количество погибших составило от 90 до 166 тыс. человек в Хиросиме и от 60 до 80 тыс. человек — в Нагасаки.",False
Когда была сброшена бомба на Хиросиму?,"В марте — августе 1945 года Лемей командовал операциями против Японии, которые включали в себя массированные бомбардировки зажигательными бомбами 64 японских городов, в том числе бомбардировкой зажигательными бомбами Токио, 9-10 марта 1945 года. Для этих атак Лемей снял с 325 B-29 вооружение, загрузил каждый самолёт зажигательными бомбами и приказал бомбить Токио с высоты 5-9 тыс. футов. В течение трёх часов было сброшено 1665 тонн зажигательных бомб. Погибло более 100 тысяч жителей, было разрушено 250 тысяч зданий. Также Лемей командовал операцией по атомным бомбардировкам Хиросимы и Нагасаки (6 и 9 августа 1945 года соответственно).",True
Из какого дерева был построен Ноев ковчег?,"Гофер (Hebrew: גפר‎) — упоминаемое в Библии дерево, из которого был сделан Ноев ковчег (). В Вульгате оно обозначено как .",False
Из какого дерева был построен Ноев ковчег?,"Согласно еврейскому преданию[32], строительство ковчега заняло у Ноя 120 лет (по одной из версий, деревья для ковчега также были посажены Ноем), хотя Всевышний мог спасти Ноя одним Своим словом или ускорить его работу чудесным образом. Это объясняется тем, что Господь желал дать людям возможность раскаяться в грехах и исправить своё поведение. Современники Ноя имели возможность наблюдать за его работой. Когда его спрашивали, чем он занят, Ной объяснял, что Бог вынес приговор об уничтожении человечества, и если люди не одумаются, через 120 лет они будут уничтожены в водах потопа. Тем не менее, все смеялись над Ноем, не придавая его словам никакого значения[33].",True
Что такое чакра мира Наруто?,"— энергия, произведённая клетками живых организмов благодаря тренировкам и жизненному опыту. Объединяя её с (силой воли), можно сформировать т. н. , основу даже самой элементарной техники.",False
Что такое чакра мира Наруто?,"Какудзу способен забирать сердца синоби и помещать их в себя в количестве, не превышающем пяти, и хранить их в животных масках. Таким путём он способен перенимать сродства с чакрой предыдущих владельцев и использовать все пять элементов.",True
Сколько человек в 2019 году говорит на чувашском языке?,"Число говорящих на чувашском языке в России — около 1,04 млн человек (перепись 2010 года); при этом численность этнических чувашей, по данным всероссийской переписи 2010 года, составляла 1 млн 436 тыс. человек; более 55 % из них проживает в Чувашской Республике.",False
Сколько человек в 2019 году говорит на чувашском языке?,"В чувашской мифологии по В. К. Магницкому всего существовало более 200 богов и приданных им духов разных рангов и функций. Они населяли небо, землю и подземный мир. Д. Месарош указывал: Если последовательно, внимательно присмотримся к старой вере чувашей, особенно в том, что касается памяти Бога, находим значительные расхождения, например, с чистой шаманской верой алтайских тюрок. Культ хороших и злых духов померк, а роль шамана-жреца полностью потеряна. Однако в сегодняшнем веровании чувашей отчетливо вырисовывается понятие о единственном боге, что ни в коем случае не похоже на язычество. Русские исследователи В. А. Сбоев, В. К. Магницкий без особых знаний языка и предмета не могли выделить это настолько характерное свойство чувашской мифологии, поэтому исходили из того: так как речь идет о язычестве, чёрной вере, то, следовательно, каждый дух и фигура воображения это и есть Бог. И под это понятие подгоняли из текстов жертвенных молитв каждое уже не имеющее значения слово, называя Богом, и даже названия определенных болезней, без какой-либо систематизации и знания языка. В главе, посвященной Богу, я подробно говорю о чувашском монотеизме
О количестве богов существует несколько мнений. По одному мнению бог один — Верховный бог (Ҫӳлти Турă), а остальные только прислуживают ему и являются духами. Другие считают чувашскую веру многобожьей.",True
Сколько детей было у Клаудио Монтеверди?,"В 1599 году Монтеверди женился на придворной певице Клаудии Каттанео[4], с которой прожил 8 лет (Клаудия умерла в 1607).[4] У них родились два мальчика и девочка, умершие вскоре после рождения.[5]",False
